"Id","Institution","Job title","AOS","AOC","Job type","Start time","Contract type","Deadline","How to apply","Date posted","PhilJobs page","Info link","Application link"
"5346","University of Leeds","Post-Doctoral Research Fellow","AOS is in principle open, but a background in areas of philosophy related to counterfactual thinking is required.","AOC is in principle open, but a background in areas of philosophy related to counterfactual thinking is required.","Postdoc or similar","September 2016","Fixed term","2016-08-14","Online","2016-07-20","http://philjobs.org/job/show/5346","https://jobs.leeds.ac.uk/vacancy.aspx?ref=ARTPR1029","https://jobs.leeds.ac.uk/vacancy.aspx?ref=ARTPR1029"
"5338","Arizona State University","Director","Open","Open","Senior faculty","","Tenured, continuing or permanent","2016-09-19","Email","2016-07-19","http://philjobs.org/job/show/5338","https://shprs.clas.asu.edu/openfacultypositions",""
"5334","California State University, Bakersfield","University Professor and Director, Kegley Institute of Ethics","Ethics","Open","Faculty (open rank)","August 2017","Tenure-track or similar","2016-09-30","Online","2016-07-19","http://philjobs.org/job/show/5334","http://apptrkr.com/843713","http://apptrkr.com/843713"
"5330","The Wharton School of the University of Pennsylvania","Assistant Professor","Ethical issues relevant to business","Ethical issues relevant to business","Faculty (open rank)","July 1, 2017","Contract type open","2016-11-01","Online","2016-07-19","http://philjobs.org/job/show/5330","http://lgst.wharton.upenn.edu","http://lgst.wharton.upenn.edu"
"5326","University of Northern Colorado","Assistant Professor","Non-Western and/or Applied/Interdiscplinary/Community Engaged Philosophy","Open","Junior faculty","August 14, 2017","Tenure-track or similar","2016-11-01 (soft)","Online","2016-07-15","http://philjobs.org/job/show/5326","http://www.unco.edu/hss/philosophy/","https://careers.unco.edu/postings/1093"
"5322","Princeton University","Postdoctoral Fellowship","Open","Open","Postdoc or similar","July 1, 2017","Fixed term","2016-09-15","Online","2016-07-07","http://philjobs.org/job/show/5322","http://www.princeton.edu/sf","http://www.princeton.edu/sf"
"5318","McMaster University","Research Associate*","bioethics","Open","Faculty (open rank)","","Fixed term","2016-07-22","Online","2016-07-04","http://philjobs.org/job/show/5318","http://pepi.mcmaster.ca/","https://careers.mcmaster.ca/psp/prepprd/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_SCHJOB&Action=U&FOCUS=Applicant&SiteId=1001&customTab=MCM_STAFF_POS&IgnoreParamTempl=customTab"
"5314","University of Oslo","Associate Professor in Philosophy","Theoretical philosophy","Open","Faculty (open rank)","","Tenured, continuing or permanent","2016-09-21","Online","2016-07-01","http://philjobs.org/job/show/5314","http://uio.easycruit.com/vacancy/1650971/62040?iso=no","http://uio.easycruit.com/vacancy/1650971/62040?iso=no"
"5306","Illinois Institute of Technology","Calamos Endowed Chair in Philosophy","Open","Science, Technology, and Society","Senior faculty","August 2017","Tenured, continuing or permanent","2016-10-15 (soft)","Email","2016-06-29","http://philjobs.org/job/show/5306","https://humansciences.iit.edu/news/2016/06/open-faculty-position-calamos-endowed-chair-philosophy",""
"5302","Yale-NUS College","Tenured and Head of Studies Appointment in Philosophy","Asian Philosophy","Asian Philosphy","Senior faculty","July 1, 2017","Tenured, continuing or permanent","2016-10-15","Online","2016-06-28","http://philjobs.org/job/show/5302","","https://academicjobsonline.org/ajo/YaleNUS"
"5294","University of Stirling","Postdoctoral Research Fellow","Epistemology or Metaphysics ","Open","Postdoc or similar","1st March 2017","Fixed term","2016-07-18","Online","2016-06-23","http://philjobs.org/job/show/5294","http://www.stir.ac.uk/about/jobs/list/","http://www.stir.ac.uk/about/jobs/list/"
"5298","St Andrews/Stirling Philosophy Graduate Programme (SASP)","PhD Fellowship","Epistemology or Metaphysics or Philosophy of Mind","Open","Graduate fellowship","1st March 2017 (no later than)","Fixed term","2016-07-08","Online","2016-06-23","http://philjobs.org/job/show/5298","http://www.stir.ac.uk/scholarships/arts-humanities/four-phd-studentships-in-philosophy-knowledge-beyond-natural-science.html","http://www.st-andrews.ac.uk/sasp/apply.html"
"5290","Mount Allison University","Assistant Professor","Open but Philosophy of Science or Environmental Philosophy preferred","Open but ability to teach Early Modern preferred","Visiting fellowship / Professorship","Fall 2016","Fixed term","2016-07-11","Email","2016-06-23","http://philjobs.org/job/show/5290","http://www.mta.ca/Community/Administrative_departments/Human_Resources/Employment_opportunities/Academic_full-time/Academic_full-time/",""
"5274","New School for Social Research","Philosophy, Open-rank (Assistant, Associate or Full)*","The area of study is open. Please see the job description for additional information.","Open","Faculty (open rank)","","Tenure-track or similar","---","Online","2016-06-21","http://philjobs.org/job/show/5274","http://www.newschool.edu/nssr/","https://careers.newschool.edu/postings/13153"
"5278","University of Amsterdam","Assistant professor in Continental Philosophy","philosophy of culture and/or aesthetics","continental philosophy","Junior faculty","","Fixed term","2016-08-15","Online","2016-06-22","http://philjobs.org/job/show/5278","http://www.uva.nl/en/about-the-uva/working-at-the-uva/vacancies/item/16-311-assistant-professor-in-continental-philosophy.html","http://www.uva.nl/en/about-the-uva/working-at-the-uva/vacancies/item/16-311-assistant-professor-in-continental-philosophy.html"
"5270","University of Maine","Lecturer","Open but preference for bioethics or ethics ","Open","Visiting fellowship / Professorship","August 29, 2016","Fixed term","---","Online","2016-06-21","http://philjobs.org/job/show/5270","https://umaine.hiretouch.com/job-details?jobID=34728&job=lecturer-in-philosophy","https://umaine.hiretouch.com/job-details?jobID=34728&job=lecturer-in-philosophy"
"5266","University of New England","Visiting Assistant Lecturer, Philosophy","Open","medical ethics, bioethics","Visiting fellowship / Professorship","August 22, 2016","Fixed term","2016-07-15","Email","2016-06-20","http://philjobs.org/job/show/5266","http://www.une.edu/hr/jobs","http://www.une.edu/hr/jobs/1157"
"5262","Georgetown University","Dean of Georgetown College","Open","Open","Senior faculty","","Tenured, continuing or permanent","2016-09-23","Email","2016-06-17","http://philjobs.org/job/show/5262","http://www.georgetown.edu/",""
"5258","University of Bayreuth","Professor of Philosophy (Epistemology)","Epistemology","philosophy of science, philosophy of statistics and probability, causation, philosophy of public policy","Senior faculty","","Tenured, continuing or permanent","2016-08-26","Email","2016-06-17","http://philjobs.org/job/show/5258","http://www.phil.uni-bayreuth.de/de/index.html",""
"5250","Harvard University","Black Hole Initiative Postdoctoral Fellow","Philosophy of Physics","Philosophy of Science","Postdoc or similar","September 1, 2016","Fixed term","2016-07-01 (soft)","Online","2016-06-17","http://philjobs.org/job/show/5250","https://www.cfa.harvard.edu/events/2016/BHC/","https://www.cfa.harvard.edu/opportunities/fellowships/bhi/"
"5254","Florida Atlantic University","William F. Dietrich Visiting Scholar","Open","Open","Visiting fellowship / Professorship","Jan. 9, 2017","Fixed term","2016-08-20","Online","2016-06-17","http://philjobs.org/job/show/5254","http://www.fau.edu/philosophy","https://jobs.fau.edu"
"5246","Frankfurt School of Finance & Management","Professor of Philosophy (open rank)","strong research record in theoretical philosophy; interest in topics at philosophy’s intersection with economics","Open","Faculty (open rank)","","Contract type open","2016-09-01","Email","2016-06-17","http://philjobs.org/job/show/5246","http://www.frankfurt-school.de",""
"5238","Monash University","Lecturer in Bioethics","philosophical bioethics","Biomedical Ethics","Junior faculty","16 June 2016","Tenured, continuing or permanent","2016-08-22","Online","2016-06-15","http://philjobs.org/job/show/5238","http://www.jobs-monash.jxt.net.au/academic-jobs/lecturer-in-bioethics/709437","http://www.jobs-monash.jxt.net.au/academic-jobs/lecturer-in-bioethics/709437"
"5242","National Humanities Center","Residential Fellowship","Open","Open","Graduate fellowship","September 5, 2017","Contract type open","2016-10-18","Online","2016-06-16","http://philjobs.org/job/show/5242","http://nationalhumanitiescenter.org/become-a-fellow/","http://nationalhumanitiescenter.org/become-a-fellow/"
"5214","Georgia Institute of Technology","Microeconomics","Microeconomics","Open","Faculty (open rank)","Fall 2017","Tenure-track or similar","2016-12-01","Online","2016-06-14","http://philjobs.org/job/show/5214","http://spp.gatech.edu/","https://academicjobsonline.org/ajo/jobs/7379"
"5218","Georgia Institute of Technology","Assistant Professor","Data Analytics and Public Policy","Open","Faculty (open rank)","Fall 2017","Tenure-track or similar","2016-10-01","Online","2016-06-14","http://philjobs.org/job/show/5218","http://spp.gatech.edu/","https://academicjobsonline.org/ajo/jobs/7380"
"5222","Arizona State University","Lecturer","Open","Open","Junior faculty","August 16, 2016","Fixed term","2016-07-04","Email","2016-06-14","http://philjobs.org/job/show/5222","https://shprs.clas.asu.edu/openfacultypositions",""
"5226","Harvard Divinity School","Richard Reinhold Niebuhr Professor of Divinity","Open","religion, ethics, and politics","Senior faculty","July 1, 2017","Tenured, continuing or permanent","2016-09-30","Online","2016-06-14","http://philjobs.org/job/show/5226","","http://academicpositions.harvard.edu"
"5230","TU Delft","Senior Researcher in Global Terrorism and Collective Responsibility","Global Terrorism, Collective Responsibility","Global Terrorism, Collective Responsibility","Postdoc or similar","","Fixed term","2016-08-01","Email","2016-06-15","http://philjobs.org/job/show/5230","",""
"5234","TU Delft","PhD in Computer Science, Ethics and Security","Computer Science, Ethics and Security","Computer Science, Ethics and Security","Graduate fellowship","","Fixed term","2016-08-01","Email","2016-06-15","http://philjobs.org/job/show/5234","",""
"5210","Pennsylvania State University","Lecturer in Philosophy","Open","Ethics","Junior faculty","Fall 2016","Fixed term","2016-12-31","Online","2016-06-14","http://philjobs.org/job/show/5210","","https://psu.jobs/job/64064"
"5206","University of Nottingham","Assistant Professor – Philosophy","The History of Philosophy (taken to include any area and tradition) or Applied Philosophy (broadly construed: indicative areas include, though are not  restricted to, applied ethics, feminist philosophy, and the philosophy of any of law, politics, economics, medicine and education)","Open","Junior faculty","","Tenured, continuing or permanent","2016-07-07","Online","2016-06-14","http://philjobs.org/job/show/5206","http://jobs.nottingham.ac.uk","http://jobs.nottingham.ac.uk"
"5202","Hong Kong University of Science and Technology","Faculty Position (Philosophy)","western moral and political philosophy with an interest in Chinese intellectual traditions in comparative perspective","western moral and political philosophy with an interest in Chinese intellectual traditions in comparative perspective","Faculty (open rank)","","Tenured, continuing or permanent","2016-08-29","Email","2016-06-14","http://philjobs.org/job/show/5202","",""
"5198","Universität Innsbruck","UniversitätsassistentIn - Postdoc","◾Forschung und Lehre in Wissenschaftstheorie und -geschichte, Ethik (insbesondere Wissenschaftsethik), Logik und Philosophie der Logik, Erkenntnistheorie, Politische Philosophie, Philosophie der Neuzeit","◾Abgeschlossenes Doktoratsstudium der Philosophie (Dissertation im Fach Philosophie); PostDoc-Erfahrung oder einschlägige Berufserfahrung, idealerweise auch Lehrerfahrung in interdisziplinären Studiengängen und in englischer Sprache","Junior faculty","10.6.2016","Tenure-track or similar","2016-07-01","Online","2016-06-10","http://philjobs.org/job/show/5198","https://orawww.uibk.ac.at/public/karriereportal.details?asg_id_in=8924","https://orawww.uibk.ac.at/public/karriereportal.details?asg_id_in=8924"
"5190","East Tennessee State University","Lecturer","Open","Open","Junior faculty","August 15, 2016","Fixed term","2016-07-09","Online","2016-06-09","http://philjobs.org/job/show/5190","https://jobs.etsu.edu/applicants/jsp/shared/position/JobDetails_css.jsp?postingId=180787","https://jobs.etsu.edu/applicants/Central?quickFind=55245"
"5194","University of Oxford","Research Fellow in Philosophy (Population Ethics: Theory and Practice)","Ethics","Ethics","Postdoc or similar","1 October 2016 ","Fixed term","2016-07-04","Online","2016-06-10","http://philjobs.org/job/show/5194","http://www.populationethics.org/","https://www.recruit.ox.ac.uk/pls/hrisliverecruit/erq_jobspec_version_4.display_form?p_company=10&p_internal_external=E&p_display_in_irish=N&p_process_type=&p_applicant_no=&p_form_profile_detail=&p_display_apply_ind=Y&p_refresh_search=Y&p_recruitment_id=123829"
"5186","Georgetown University","Post-Doctoral Fellow","Ethics (theoretical or applied), science and values, political philosophy, or other topics involving a substantial intersection with normativity   ","Open","Postdoc or similar","Fall 2016","Fixed term","2016-07-15","Email","2016-06-08","http://philjobs.org/job/show/5186","https://kennedyinstitute.georgetown.edu/",""
"5174","KU Leuven - University of Leuven","Full-time academic position in contemporary continental philosophy","Contemporary continental philosophy, preferably in the tradition of post-war French (post-structuralist) philosophy","Contemporary continental philosophy, preferably in the tradition of post-war French (post-structuralist) philosophy","Faculty (open rank)","","Tenured, continuing or permanent","2016-09-30","Online","2016-06-06","http://philjobs.org/job/show/5174","http://hiw.kuleuven.be/eng","https://icts.kuleuven.be/apps/jobsite/vacatures/53668337"
"5178","KU Leuven - University of Leuven","Full-time academic position in philosophy and ethics of economics","Philosophy and Ethics of Economics ","Philosophy and Ethics of Economics ","Faculty (open rank)","","Tenured, continuing or permanent","2016-09-30","Online","2016-06-06","http://philjobs.org/job/show/5178","http://hiw.kuleuven.be/eng","https://icts.kuleuven.be/apps/jobsite/vacatures/53667764"
"5182","Santa Clara University","Adjunct Lecturer - Academic Year","Open","Ability to teach introductory ethics courses required.","Junior faculty","September 1, 2016","Fixed term","2016-09-01","Online","2016-06-07","http://philjobs.org/job/show/5182","https://jobs.scu.edu/postings/4521","https://jobs.scu.edu/postings/4521"
"5170","Texas A&M University","LEcturer","Metaphysics, Epistemology, and Introductory Logic","Open","Junior faculty","Sept. 1, 2016","Fixed term","---","Email","2016-06-03","http://philjobs.org/job/show/5170","http://www.philosophy.tamu.edu",""
"5166","Uppsala Universitet","PhD Candidate","Philosophy of Law","Philosophy of Law","Graduate fellowship","1st November 2016","Fixed term","2016-09-15","Online","2016-06-01","http://philjobs.org/job/show/5166","http://www.uu.se/en/about-uu/join-us/details/?positionId=102908","http://www.uu.se/en/about-uu/join-us/details/?positionId=102908"
"5090","Raritan Valley Community College","Adjunct - Instructor, Philosophy","History of Philosophy","History of Philosophy","Junior faculty","","Fixed term","2016-09-13","Online","2016-05-14","http://philjobs.org/job/show/5090","http://www.Click2Apply.net/znp5csvcwb","http://www.Click2Apply.net/znp5csvcwb"
"5162","University of Illinois","Lecturer","Open","Open","Junior faculty","August 16, 2016","Fixed term","2016-06-14","Online","2016-05-27","http://philjobs.org/job/show/5162","https://jobs.illinois.edu/search-jobs/job-details?jobID=64714&job=college-of-liberal-arts-and-sciences-lecturer-philosophy-f1600039","https://jobs.illinois.edu/search-jobs/job-details?jobID=64714&job=college-of-liberal-arts-and-sciences-lecturer-philosophy-f1600039"
"5158","Faculty of Philosophy, Oxford University","Departmental Lecturer in Philosophy of Mind","Philosophy of Mind","Philosophy of Mind","Junior faculty","1 October 2016","Fixed term","2016-06-27","Online","2016-05-27","http://philjobs.org/job/show/5158","http://www.philosophy.ox.ac.uk","https://www.recruit.ox.ac.uk/pls/hrisliverecruit/erq_jobspec_version_4.display_form?p_company=10&p_internal_external=E&p_display_in_irish=N&p_process_type=&p_applicant_no=&p_form_profile_detail=&p_display_apply_ind=Y&p_refresh_search=Y&p_recruitment_id=123759"
"5146","Seattle University","Instructor"," ","Health Care Ethics","Junior faculty","September 19, 2016","Fixed term","2016-06-30","Online","2016-05-24","http://philjobs.org/job/show/5146","http://www.seattleu.edu","https://jobs.seattleu.edu"
"5150","University of Amsterdam","Visiting Assistant Professor in Political Theory","Political Theory","Open","Junior faculty","1 january, 2017","Fixed term","2016-06-19","Email","2016-05-25","http://philjobs.org/job/show/5150","http://www.uva.nl/en/about-the-uva/working-at-the-uva/vacancies/item/16-265-assistant-professor-in-political-theory.html?m=0","http://www.uva.nl/en/about-the-uva/working-at-the-uva/vacancies/item/16-265-assistant-professor-in-political-theory.html?m=0"
"5134","Sophia Learning","Ethics Experts and Instructors","Ethics ","Ethics","Other (non-academic)","ASAP","Fixed term","2016-06-10","Email","2016-05-20","http://philjobs.org/job/show/5134","http://www.sophia.org",""
"5138","Utrecht University","Assistant Professor in Practical Philosophy ","Practical Philosophy, with a focus on Philosophical Ethics","Open","Junior faculty","September 1, 2016","Tenure-track or similar","2016-06-12","Online","2016-05-22","http://philjobs.org/job/show/5138","http://ssl1.peoplexs.com/Peoplexs22/CandidatesPortalNoLogin/Vacancy.cfm?PortalID=4124&VacatureID=826094&Vacancy=Assistant%20Professor%20in%20Practical%20Philosophy%20%281%2E0%20FTE%29#top","http://ssl1.peoplexs.com/Peoplexs22/CandidatesPortalNoLogin/ApplicationForm.cfm?PortalID=4124&VacatureID=826094"
"5142","Utrecht University","Assistant Professor in Theoretical Philosophy","Logic and/or Formal Epistemology","Open","Junior faculty","September 1, 2016","Tenure-track or similar","2016-06-12","Online","2016-05-22","http://philjobs.org/job/show/5142","http://ssl1.peoplexs.com/Peoplexs22/CandidatesPortalNoLogin/Vacancy.cfm?PortalID=4124&VacatureID=826290&Vacancy=Assistant%20Professor%20in%20Theoretical%20Philosophy%20%281%2E0%20FTE%29#top","http://ssl1.peoplexs.com/Peoplexs22/CandidatesPortalNoLogin/ApplicationForm.cfm?PortalID=4124&VacatureID=826290"
"5130","Ryerson University","Assistant Professor, Limited Term Faculty (LTF) ","Open","Open","Junior faculty","July 1, 2016","Fixed term","2016-06-03","Online","2016-05-19","http://philjobs.org/job/show/5130","http://www.ryerson.ca/philosophy/","https://hr.cf.ryerson.ca/ams/faculty/preview.cfm?posting_id=506156"
"5126","Wadham College, University of Oxford","Stipendiary Lecturer in Philosophy","Metaphysics, Epistemology or Philosophy of Logic and Language ","Metaphysics, Epistemology or Philosophy of Logic and Language ","Junior faculty","1 September 2016 ","Fixed term","2016-06-13","Email","2016-05-19","http://philjobs.org/job/show/5126","http://www.wadham.ox.ac.uk/about-wadham/jobs",""
"5118","University of Oslo","Post Doctoral Research Fellow","Open","Open","Postdoc or similar","1 January 2017","Fixed term","2016-06-30","Online","2016-05-18","http://philjobs.org/job/show/5118","","http://uio.easycruit.com/vacancy/1620609/61723?iso=no"
"5122","University of North Alabama","Visiting Assistant Professor of Philosophy","AOS: Value Theory/Ethics","Open","Visiting fellowship / Professorship","Fall 2016","Fixed term","---","Online","2016-05-18","http://philjobs.org/job/show/5122","http://jobs.una.edu/postings/4129","http://jobs.una.edu/postings/4129"
"5106","International Christian University","Assistant Professor or above","Eastern Philosophy and Comparative Philosophy including Japanese Philosophy","Open","Faculty (open rank)","April 1, 2017 or September 1, 2017","Tenure-track or similar","2016-07-30","Mail","2016-05-17","http://philjobs.org/job/show/5106","http://www.icu.ac.jp/en/news/position.html","http://www.icu.ac.jp/en/index.html"
"5110","Western Connecticut State University","One Year Special Appointment, Department of Philosophy & Humanistic Studies"," Feminist philosophy, broadly construed","Open","Junior faculty","August 2017","Fixed term","2017-08-28","Email","2016-05-17","http://philjobs.org/job/show/5110","",""
"5114","University of Oxford","Nuffield Senior Research Fellow in Political Theory","Political Theory","Political Theory","Senior faculty","1 January 2017 or as soon as possible thereafter","Tenured, continuing or permanent","2016-06-17","Email","2016-05-18","http://philjobs.org/job/show/5114","https://www.nuffield.ox.ac.uk/About/Vacancies/Documents/SRFfps.pdf","https://www.nuffield.ox.ac.uk/About/Vacancies/Pages/Vacancies.aspx"
"5094","Princeton University","Postdoctoral Research Associate in Values and Public Life","Open","Open","Postdoc or similar","September 1, 2016","Fixed term","2016-06-09","Online","2016-05-16","http://philjobs.org/job/show/5094","http://jobs.princeton.edu","http://jobs.princeton.edu"
"5098","Uppsala University","Postdoctoral Associate","Metaphysics, or suitably related areas. (See job description.)","Open","Postdoc or similar","Fall 2016 (negotiable)","Fixed term","2016-06-01","Online","2016-05-16","http://philjobs.org/job/show/5098","http://uu.se/en/about-uu/join-us/details/?positionId=102524","http://uu.se/en/about-uu/join-us/details/?positionId=102524"
"5102","Sungkyunkwan University, Seoul, Korea","Assistant Professor","Ethics or Social/Political Philosophy","Teaching competence in Ancient Philosophy is desirable but not required.","Junior faculty","September 1st, 2016","Fixed term","2016-06-17","Email","2016-05-17","http://philjobs.org/job/show/5102","http://en.wikipedia.org/wiki/Sungkyunkwan_University","http://shb.skku.edu/faculty_eng"
"5086","Clemson University","Lecturer- Philosophy"," Logic, Ethics* "," Logic, Ethics* ","Junior faculty","August 2016","Fixed term","2016-05-26","Online","2016-05-12","http://philjobs.org/job/show/5086","http://www.Click2Apply.net/c9bdqy53ms","http://www.Click2Apply.net/c9bdqy53ms"
"5082","Gonzaga University","Lecturer","Open","Open","Junior faculty","Fall 2016","Fixed term","2016-05-31","Online","2016-05-11","http://philjobs.org/job/show/5082","http://www.gonzaga.edu","https://gonzaga.peopleadmin.com/"
"5078","Midwestern State University","Visiting Assistant Professor","early modern philosophy, 19th/20th century philosophy, ","Continental and/or non-Western, African/African-American, Asian, Native American, Latin AMerican","Visiting fellowship / Professorship","8/22/2016","Fixed term","---","Email","2016-05-10","http://philjobs.org/job/show/5078","http://mwsu.edu",""
"5074","Marian University","Visiting Assistant Professor, Philosophy and Cultural Studies","Open","Open","Visiting fellowship / Professorship","August, 2016","Fixed term","2016-06-15","Online","2016-05-09","http://philjobs.org/job/show/5074","https://www.marianuniversity.edu/employment/","https://www.marianuniversity.edu/employment/"
"5070","Occidental College","Part-time Non-Tenure Track Instructor ","Open","Open","Junior faculty","Fall 2016","Fixed term","---","Email","2016-05-04","http://philjobs.org/job/show/5070","",""
"5066","Tarleton State University","Instructor of Philosophy","Strong academic preparation in classic philosophical texts.","Classic philosophical texts","Junior faculty","September 1, 2016","Fixed term","---","Online","2016-05-03","http://philjobs.org/job/show/5066","http://www.tarleton.edu/COLFAWEB/socialsciences/index.html","https://jobs.tarleton.edu/postings/5288"
"5062","the University of Hong Kong","Temporary Assistant Professor","Open","Open","Visiting fellowship / Professorship","September 2016","Fixed term","2016-05-31","Email","2016-05-03","http://philjobs.org/job/show/5062","http://www.philosophy.hku.hk",""
"5058","Australian National University","Research Associate","AOS Philosophy of the life sciences, the social sciences, and relevant aspects of the cognitive sciences","Open","Postdoc or similar","Negotiable","Fixed term","2016-05-16","Online","2016-05-02","http://philjobs.org/job/show/5058","http://internaljobs.anu.edu.au/ci/en/job/508519/research-associate","http://internaljobs.anu.edu.au/ci/en/job/508519/research-associate"
"5054","Clemson University","Lecturer- Philosophy","Open","Logic, Ethics","Postdoc or similar","","Fixed term","2016-08-28","Online","2016-04-29","http://philjobs.org/job/show/5054","","http://www.Click2Apply.net/43f9p5y793"
"5046","Miami University, Ohio","Visiting Assistant Professor/ Instructor, Philosophy – 2 Positions","Ethics","Introductory Formal Logic","Visiting fellowship / Professorship","","Fixed term","---","Online","2016-04-28","http://philjobs.org/job/show/5046","http://miamioh.edu/","http://miamioh.hiretouch.com/job-details?jobID=2681&job=visiting-assistant-professor-instructor"
"5042","University at Albany, SUNY","Visiting Assistant Professor","political philosophy and/or applied ethics (broadly construed)","bioethics","Visiting fellowship / Professorship","September 1, 2016","Fixed term","---","Online","2016-04-26","http://philjobs.org/job/show/5042","https://albany.interviewexchange.com/jobofferdetails.jsp?JOBID=70939","http://albany.interviewexchange.com/candapply.jsp?JOBID=70939"
"5038","University of Manchester","Professor of Philosophy","aesthetics; history of analytical philosophy; metaphysics; the philosophy of language.","aesthetics; history of analytical philosophy; metaphysics; the philosophy of language.","Faculty (open rank)","","Tenured, continuing or permanent","2016-05-26","Online","2016-04-26","http://philjobs.org/job/show/5038","https://www.jobs.manchester.ac.uk/displayjob.aspx?jobid=11385","https://www.jobs.manchester.ac.uk/displayjob.aspx?jobid=11385"
"5022","Birkbeck College, University of London","Lecturer A in Philosophy","metaphysics and epistemology","philosophy of mind, philosophy of language ","Junior faculty","October 2016","Tenured, continuing or permanent","2016-05-15","Online","2016-04-25","http://philjobs.org/job/show/5022","https://www15.i-grasp.com/fe/tpl_birkbeckcollege01.asp?newms=jj&id=60540&aid=18057","https://www15.i-grasp.com/fe/tpl_birkbeckcollege01.asp?newms=jj&id=60540&aid=18057"
"5034","Stockholm University","1 Early Stage Researcher position in philosophy at predoctoral level (Stockholm University, Sweden)","perception, perceptual content, interface between perception and cognition, propositional attitudes ,normativity of meaning/content, internalism/externalism, knowledge of content, foundational semantics","Open","Graduate fellowship","October 1, 2016","Fixed term","2016-05-26","Email","2016-04-26","http://philjobs.org/job/show/5034","http://www.ub.edu/diaphora/wp-content/uploads/2016/04/DIAPHORA_third-call-for-applications.pdf","http://www.ub.edu/diaphora/wp-content/uploads/2016/04/DIAPHORA_third-call-for-applications.pdf"
"5026","National University of Singapore","Assistant Professor of Philosophy","Ethics or Social and Political Philosophy","Open","Junior faculty","No later than 1 January 2017","Tenure-track or similar","2016-05-20","Online","2016-04-25","http://philjobs.org/job/show/5026","https://academicjobsonline.org/ajo/jobs/7246","https://academicjobsonline.org/ajo/jobs/7246"
"5030","Ball State University","Instructor or Assistant Professor of Philosophy","Open","Open","Junior faculty","August, 2016","Contract type open","---","See ad","2016-04-26","http://philjobs.org/job/show/5030","",""
"5014","Mount Holyoke College","Visiting Faculty","Open","Open","Junior faculty","September 2016","Fixed term","---","Online","2016-04-22","http://philjobs.org/job/show/5014","https://jobs.mtholyoke.edu/index.cgi?&JA_m=JASDET&JA_s=375","https://jobs.mtholyoke.edu/index.cgi?&JA_m=JASDET&JA_s=375"
"5010","Dickinson College","Visiting Assistant Professor","Philosophy of Art","Open, but we are especially interested in applicants who can teach a course on epistemology to upper-level undergraduates","Visiting fellowship / Professorship","July 2016","Fixed term","---","Online","2016-04-21","http://philjobs.org/job/show/5010","https://jobs.dickinson.edu/","https://jobs.dickinson.edu/postings/3112"
"4998","State University of New York, Stony Brook","Lecturer","Open","Feminism, philosophy of science and technology, ethics, critical theory","Junior faculty","Fall 2016","Fixed term","2016-05-15","Email","2016-04-20","http://philjobs.org/job/show/4998","",""
"5002","State University of New York, Stony Brook","Visiting Full Professor","Continental Philosophy","Feminism, philosophy of science and technology, critical theory, ethics","Senior faculty","Fall 2016","Fixed term","2016-05-15","Email","2016-04-20","http://philjobs.org/job/show/5002","",""
"5006","State University of New York, Stony Brook","Open rank","Continental Philosophy","Feminism, philosophy of science and technology, ethics, philosophy of language, or critical theory","Faculty (open rank)","Fall 2017","Tenure-track or similar","2016-08-01","Email","2016-04-20","http://philjobs.org/job/show/5006","",""
"4994","University of Wuppertal","Junior Professor in Philosophy with a specialization in Philosophy of Physics","Philosophy of Physics ","Open","Junior faculty","Oct 1, 2016 (or earlier)","Fixed term","2016-05-20","Email","2016-04-19","http://philjobs.org/job/show/4994","http://www.lhc-epistemologie.uni-wuppertal.de",""
"4990","Queen's University","Bader Postdoctoral Fellowships in the Humanities, Department of Philosophy","Analytic metaphysics and epistemology","Metaphysics and epistemology, broadly construed","Postdoc or similar","July 1 2016","Fixed term","2016-05-15","Email","2016-04-19","http://philjobs.org/job/show/4990","http://www.queensu.ca/philosophy/jobs",""
"4986","Stanford University","Lecturer, Structured Liberal Education, Stanford University"," Arabic and Islamic Philosophy, History of Philosophy*, Asian Philosophy, Philosophy of Gender, Philosophy of Race "," Arabic and Islamic Philosophy, History of Philosophy*, Asian Philosophy, Philosophy of Gender, Philosophy of Race ","Postdoc or similar","","Fixed term","2016-05-13","Online","2016-04-19","http://philjobs.org/job/show/4986","http://www.Click2Apply.net/yjdxtnjm87","http://www.Click2Apply.net/yjdxtnjm87"
"4978","Grand Valley State University","Visiting Assistant Professor of Philosophy","Open","Open","Visiting fellowship / Professorship","August 2016","Fixed term","2016-05-27","Email","2016-04-18","http://philjobs.org/job/show/4978","",""
"4982","Indiana University of Pennsylvania","Temporary Faculty - Department of Philosophy","Open","Ethics, Environmental Ethics, Political Philosophy","Visiting fellowship / Professorship","August 2016","Fixed term","2016-05-13","Online","2016-04-19","http://philjobs.org/job/show/4982","https://www.governmentjobs.com/careers/iupedu/jobs/1408449/temporary-faculty-department-of-philosophy","https://www.governmentjobs.com/careers/iupedu/jobs/1408449/temporary-faculty-department-of-philosophy"
"4958","University of Wisconsin - Stevens Point","Lecturer","19th & 20th Century Philosophy","Open","Junior faculty","April 18, 2016","Fixed term","---","Online","2016-04-15","http://philjobs.org/job/show/4958","http://www.uwsp.edu/hr/jobs/Pages/default.aspx","http://www.uwsp.edu/hr/jobs/Pages/default.aspx"
